PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date
28189714,The impact of co-infection of influenza A virus on the severity of Middle East Respiratory Syndrome Coronavirus,"Alfaraj SH, Al-Tawfiq JA, Alzahrani NA, Altwaijri TA, Memish ZA.",J Infect. 2017 May;74(5):521-523. doi: 10.1016/j.jinf.2017.02.001. Epub 2017 Feb 9.,Alfaraj SH,J Infect,2017,2017/02/13
28189413,Outcome of strict implementation of infection prevention control measures during an outbreak of Middle East respiratory syndrome,"El Bushra HE, Al Arbash HA, Mohammed M, Abdalla O, Abdallah MN, Al-Mayahi ZK, Assiri AM, BinSaeed AA.",Am J Infect Control. 2017 May 1;45(5):502-507. doi: 10.1016/j.ajic.2016.12.020. Epub 2017 Feb 8.,El Bushra HE,Am J Infect Control,2017,2017/02/13
28116527,Comparative genomics of QX-like infectious bronchitis viruses in Korea,"Hong SM, Kwon HJ, Choi KS, Kim JH.",Arch Virol. 2017 May;162(5):1237-1250. doi: 10.1007/s00705-016-3208-x. Epub 2017 Jan 23.,Hong SM,Arch Virol,2017,2017/01/25
28109842,Reverse transcriptase loop-mediated isothermal amplification for the detection of feline coronavirus,"Stranieri A, Lauzi S, Giordano A, Paltrinieri S.",J Virol Methods. 2017 May;243:105-108. doi: 10.1016/j.jviromet.2017.01.009. Epub 2017 Jan 18.,Stranieri A,J Virol Methods,2017,2017/01/23
27885805,"School absenteeism among school-aged children with medically attended acute viral respiratory illness during three influenza seasons, 2012-2013 through 2014-2015","McLean HQ, Peterson SH, King JP, Meece JK, Belongia EA.",Influenza Other Respir Viruses. 2017 May;11(3):220-229. doi: 10.1111/irv.12440. Epub 2017 Feb 15.,McLean HQ,Influenza Other Respir Viruses,2017,2016/11/26
28270576,Bacillus subtilis and surfactin inhibit the transmissible gastroenteritis virus from entering the intestinal epithelial cells,"Wang X, Hu W, Zhu L, Yang Q.",Biosci Rep. 2017 Apr 10;37(2):BSR20170082. doi: 10.1042/BSR20170082. Print 2017 Apr 28.,Wang X,Biosci Rep,2017,2017/03/09
28446791,Tissue Distribution of the MERS-Coronavirus Receptor in Bats,"Widagdo W, Begeman L, Schipper D, Run PRV, Cunningham AA, Kley N, Reusken CB, Haagmans BL, van den Brand JMA.",Sci Rep. 2017 Apr 26;7(1):1193. doi: 10.1038/s41598-017-01290-6.,Widagdo W,Sci Rep,2017,2017/04/28
28342665,Recombinant Newcastle disease virus expressing the infectious bronchitis virus S1 gene protects chickens against Newcastle disease virus and infectious bronchitis virus challenge,"Zhao R, Sun J, Qi T, Zhao W, Han Z, Yang X, Liu S.",Vaccine. 2017 Apr 25;35(18):2435-2442. doi: 10.1016/j.vaccine.2017.03.045. Epub 2017 Mar 22.,Zhao R,Vaccine,2017,2017/03/27
28229163,[Prevalence of Dog circovirus in healthy and diarrhoeic dogs],"Gentil M, Gruber AD, Müller E.",Tierarztl Prax Ausg K Kleintiere Heimtiere. 2017 Apr 19;45(2):89-94. doi: 10.15654/TPK-160701. Epub 2017 Feb 23.,Gentil M,Tierarztl Prax Ausg K Kleintiere Heimtiere,2017,2017/02/24
28458673,Inflammatory Responses Regulating Alveolar Ion Transport during Pulmonary Infections,"Peteranderl C, Sznajder JI, Herold S, Lecuona E.",Front Immunol. 2017 Apr 18;8:446. doi: 10.3389/fimmu.2017.00446. eCollection 2017.,Peteranderl C,Front Immunol,2017,2017/05/02
28422017,Research needed to prevent MERS coronavirus outbreaks,Devi S.,Lancet. 2017 Apr 15;389(10078):1502. doi: 10.1016/S0140-6736(17)30998-4.,Devi S,Lancet,2017,2017/04/20
28174054,Nidovirus RNA polymerases: Complex enzymes handling exceptional RNA genomes,"Posthuma CC, Te Velthuis AJW, Snijder EJ.",Virus Res. 2017 Apr 15;234:58-73. doi: 10.1016/j.virusres.2017.01.023. Epub 2017 Feb 6.,Posthuma CC,Virus Res,2017,2017/02/09
28148787,The Severe Acute Respiratory Syndrome Coronavirus Nucleocapsid Inhibits Type I Interferon Production by Interfering with TRIM25-Mediated RIG-I Ubiquitination,"Hu Y, Li W, Gao T, Cui Y, Jin Y, Li P, Ma Q, Liu X, Cao C.",J Virol. 2017 Mar 29;91(8):e02143-16. doi: 10.1128/JVI.02143-16. Print 2017 Apr 15.,Hu Y,J Virol,2017,2017/02/03
28148786,Neurovirulent Murine Coronavirus JHM.SD Uses Cellular Zinc Metalloproteases for Virus Entry and Cell-Cell Fusion,"Phillips JM, Gallagher T, Weiss SR.",J Virol. 2017 Mar 29;91(8):e01564-16. doi: 10.1128/JVI.01564-16. Print 2017 Apr 15.,Phillips JM,J Virol,2017,2017/02/03
28122983,Innate Immune Responses of Bat and Human Cells to Filoviruses: Commonalities and Distinctions,"Kuzmin IV, Schwarz TM, Ilinykh PA, Jordan I, Ksiazek TG, Sachidanandam R, Basler CF, Bukreyev A.",J Virol. 2017 Mar 29;91(8):e02471-16. doi: 10.1128/JVI.02471-16. Print 2017 Apr 15.,Kuzmin IV,J Virol,2017,2017/01/27
28410608,Cross-sectional survey of selected enteric viruses in Polish turkey flocks between 2008 and 2011,"Domańska-Blicharz K, Bocian Ł, Lisowska A, Jacukowicz A, Pikuła A, Minta Z.",BMC Vet Res. 2017 Apr 14;13(1):108. doi: 10.1186/s12917-017-1013-8.,Domańska-Blicharz K,BMC Vet Res,2017,2017/04/16
28287727,Michael Acceptor-Based Peptidomimetic Inhibitor of Main Protease from Porcine Epidemic Diarrhea Virus,"Wang F, Chen C, Yang K, Xu Y, Liu X, Gao F, Liu H, Chen X, Zhao Q, Liu X, Cai Y, Yang H.",J Med Chem. 2017 Apr 13;60(7):3212-3216. doi: 10.1021/acs.jmedchem.7b00103. Epub 2017 Mar 28.,Wang F,J Med Chem,2017,2017/03/14
28395404,[Prevalence and risk factors of respiratory viral infection in acute exacerbation of chronic obstructive pulmonary disease],"Du XB, Ma X, Gao Y, Wen LF, Li J, Wang ZZ, Liu S.",Zhonghua Jie He He Hu Xi Za Zhi. 2017 Apr 12;40(4):263-266. doi: 10.3760/cma.j.issn.1001-0939.2017.04.004.,Du XB,Zhonghua Jie He He Hu Xi Za Zhi,2017,2017/04/12
28351976,Comparing nonpharmaceutical interventions for containing emerging epidemics,"Peak CM, Childs LM, Grad YH, Buckee CO.",Proc Natl Acad Sci U S A. 2017 Apr 11;114(15):4023-4028. doi: 10.1073/pnas.1616438114. Epub 2017 Mar 28.,Peak CM,Proc Natl Acad Sci U S A,2017,2017/03/30
28348219,Mouse-adapted MERS coronavirus causes lethal lung disease in human DPP4 knockin mice,"Li K, Wohlford-Lenane CL, Channappanavar R, Park JE, Earnest JT, Bair TB, Bates AM, Brogden KA, Flaherty HA, Gallagher T, Meyerholz DK, Perlman S, McCray PB Jr.",Proc Natl Acad Sci U S A. 2017 Apr 11;114(15):E3119-E3128. doi: 10.1073/pnas.1619109114. Epub 2017 Mar 27.,Li K,Proc Natl Acad Sci U S A,2017,2017/03/29
28314561,DNA vaccine encoding Middle East respiratory syndrome coronavirus S1 protein induces protective immune responses in mice,"Chi H, Zheng X, Wang X, Wang C, Wang H, Gai W, Perlman S, Yang S, Zhao J, Xia X.",Vaccine. 2017 Apr 11;35(16):2069-2075. doi: 10.1016/j.vaccine.2017.02.063. Epub 2017 Mar 14.,Chi H,Vaccine,2017,2017/03/19
28393915,Allosteric inhibition of aminopeptidase N functions related to tumor growth and virus infection,"Santiago C, Mudgal G, Reguera J, Recacha R, Albrecht S, Enjuanes L, Casasnovas JM.",Sci Rep. 2017 Apr 10;7:46045. doi: 10.1038/srep46045.,Santiago C,Sci Rep,2017,2017/04/11
28393837,Cryo-EM structures of MERS-CoV and SARS-CoV spike glycoproteins reveal the dynamic receptor binding domains,"Yuan Y, Cao D, Zhang Y, Ma J, Qi J, Wang Q, Lu G, Wu Y, Yan J, Shi Y, Zhang X, Gao GF.",Nat Commun. 2017 Apr 10;8:15092. doi: 10.1038/ncomms15092.,Yuan Y,Nat Commun,2017,2017/04/11
28388950,Expression profiles of immune mediators in feline Coronavirus-infected cells and clinical samples of feline Coronavirus-positive cats,"Safi N, Haghani A, Ng SW, Selvarajah GT, Mustaffa-Kamal F, Omar AR.",BMC Vet Res. 2017 Apr 7;13(1):92. doi: 10.1186/s12917-017-1019-2.,Safi N,BMC Vet Res,2017,2017/04/09
28387879,Brazilian strain of bovine respiratory coronavirus is derived from dual enteric and respiratory tropism,"Beuttemmuller EA, Alfieri AF, Headley SA, Alfieri AA.",Genet Mol Res. 2017 Apr 5;16(2). doi: 10.4238/gmr16029580.,Beuttemmuller EA,Genet Mol Res,2017,2017/04/08
28381304,Evaluation of biosecurity measures to prevent indirect transmission of porcine epidemic diarrhea virus,"Kim Y, Yang M, Goyal SM, Cheeran MC, Torremorell M.",BMC Vet Res. 2017 Apr 5;13(1):89. doi: 10.1186/s12917-017-1017-4.,Kim Y,BMC Vet Res,2017,2017/04/07
28377531,Further Evidence for Bats as the Evolutionary Source of Middle East Respiratory Syndrome Coronavirus,"Anthony SJ, Gilardi K, Menachery VD, Goldstein T, Ssebide B, Mbabazi R, Navarrete-Macias I, Liang E, Wells H, Hicks A, Petrosov A, Byarugaba DK, Debbink K, Dinnon KH, Scobey T, Randell SH, Yount BL, Cranfield M, Johnson CK, Baric RS, Lipkin WI, Mazet JA.",mBio. 2017 Apr 4;8(2):e00373-17. doi: 10.1128/mBio.00373-17.,Anthony SJ,mBio,2017,2017/04/06
32288937,"Emerging Developments on Pathogenicity, Molecular Virulence, Epidemiology and Clinical Symptoms of Current Middle East Respiratory Syndrome Coronavirus (MERS-CoV)","Subbaram K, Kannan H, Khalil Gatasheh M.",Hayati. 2017 Apr;24(2):53-56. doi: 10.1016/j.hjb.2017.08.001. Epub 2017 Sep 14.,Subbaram K,Hayati,2017,2020/04/15
28616442,"Human Coronavirus-HKU1 Infection Among Adults in Cleveland, Ohio","Kanwar A, Selvaraju S, Esper F.",Open Forum Infect Dis. 2017 Mar 25;4(2):ofx052. doi: 10.1093/ofid/ofx052. eCollection 2017 Spring.,Kanwar A,Open Forum Infect Dis,2017,2017/06/16
28421419,Phylogenetic analysis of avian infectious bronchitis virus isolates from Morocco: a retrospective study (1983 to 2014),"Fellahi S, El Harrak M, Khayi S, Guerin JL, Kuhn JH, El Houadfi M, Ennaji MM, Ducatez M.",Virol Sin. 2017 Apr;32(2):155-158. doi: 10.1007/s12250-016-3885-3.,Fellahi S,Virol Sin,2017,2017/04/20
28412285,Middle East respiratory syndrome coronavirus vaccines: current status and novel approaches,"Okba NM, Raj VS, Haagmans BL.",Curr Opin Virol. 2017 Apr;23:49-58. doi: 10.1016/j.coviro.2017.03.007. Epub 2017 Apr 13.,Okba NM,Curr Opin Virol,2017,2017/04/17
28408777,Efficacy of an accelerated hydrogen peroxide disinfectant to inactivate porcine epidemic diarrhea virus in swine feces on metal surfaces,"Holtkamp DJ, Myers J, Thomas PR, Karriker LA, Ramirez A, Zhang J, Wang C.",Can J Vet Res. 2017 Apr;81(2):100-107.,Holtkamp DJ,Can J Vet Res,2017,2017/04/15
28397938,Middle East respiratory syndrome in children. Dental considerations,Al-Sehaibany FS.,Saudi Med J. 2017 Apr;38(4):339-343. doi: 10.15537/smj.2017.4.15777.,Al-Sehaibany FS,Saudi Med J,2017,2017/04/12
28393313,"Molecular detection of viruses in Kenyan bats and discovery of novel astroviruses, caliciviruses and rotaviruses","Waruhiu C, Ommeh S, Obanda V, Agwanda B, Gakuya F, Ge XY, Yang XL, Wu LJ, Zohaib A, Hu B, Shi ZL.",Virol Sin. 2017 Apr;32(2):101-114. doi: 10.1007/s12250-016-3930-2. Epub 2017 Apr 6.,Waruhiu C,Virol Sin,2017,2017/04/11
28322710,"Surveillance and Testing for Middle East Respiratory Syndrome Coronavirus, Saudi Arabia, April 2015-February 2016","Saeed AA, Abedi GR, Alzahrani AG, Salameh I, Abdirizak F, Alhakeem R, Algarni H, El Nil OA, Mohammed M, Assiri AM, Alabdely HM, Watson JT, Gerber SI.",Emerg Infect Dis. 2017 Apr;23(4):682-685. doi: 10.3201/eid2304.161793.,Saeed AA,Emerg Infect Dis,2017,2017/03/22
28226273,"Acute respiratory infections among returning Hajj pilgrims-Jordan, 2014","Al-Abdallat MM, Rha B, Alqasrawi S, Payne DC, Iblan I, Binder AM, Haddadin A, Nsour MA, Alsanouri T, Mofleh J, Whitaker B, Lindstrom SL, Tong S, Ali SS, Dahl RM, Berman L, Zhang J, Erdman DD, Gerber SI.",J Clin Virol. 2017 Apr;89:34-37. doi: 10.1016/j.jcv.2017.01.010. Epub 2017 Feb 8.,Al-Abdallat MM,J Clin Virol,2017,2017/02/23
28216233,Middle East respiratory syndrome (MERS) coronavirus: Putting one health principles into practice?,Daly JM.,Vet J. 2017 Apr;222:52-53. doi: 10.1016/j.tvjl.2017.02.002. Epub 2017 Feb 7.,Daly JM,Vet J,2017,2017/02/21
28216179,The 17th International Congress on Infectious Diseases workshop on developing infection prevention and control resources for low- and middle-income countries,"Sastry S, Masroor N, Bearman G, Hajjeh R, Holmes A, Memish Z, Lassmann B, Pittet D, Macnab F, Kamau R, Wesangula E, Pokharel P, Brown P, Daily F, Amer F, Torres J, O'Ryan M, Gunturu R, Bulabula A, Mehtar S.",Int J Infect Dis. 2017 Apr;57:138-143. doi: 10.1016/j.ijid.2017.01.040. Epub 2017 Feb 16.,Sastry S,Int J Infect Dis,2017,2017/02/21
28214731,Jumping species-a mechanism for coronavirus persistence and survival,"Menachery VD, Graham RL, Baric RS.",Curr Opin Virol. 2017 Apr;23:1-7. doi: 10.1016/j.coviro.2017.01.002. Epub 2017 Mar 31.,Menachery VD,Curr Opin Virol,2017,2017/02/20
28109912,IFN-lambda preferably inhibits PEDV infection of porcine intestinal epithelial cells compared with IFN-alpha,"Li L, Fu F, Xue M, Chen W, Liu J, Shi H, Chen J, Bu Z, Feng L, Liu P.",Antiviral Res. 2017 Apr;140:76-82. doi: 10.1016/j.antiviral.2017.01.012. Epub 2017 Jan 19.,Li L,Antiviral Res,2017,2017/01/23
28104327,Clinical validation of 3 commercial real-time reverse transcriptase polymerase chain reaction assays for the detection of Middle East respiratory syndrome coronavirus from upper respiratory tract specimens,"Mohamed DH, AlHetheel AF, Mohamud HS, Aldosari K, Alzamil FA, Somily AM.",Diagn Microbiol Infect Dis. 2017 Apr;87(4):320-324. doi: 10.1016/j.diagmicrobio.2017.01.003. Epub 2017 Jan 10.,Mohamed DH,Diagn Microbiol Infect Dis,2017,2017/01/21
28087375,Super-oxidized water inactivates major viruses circulating in swine farms,"Chen J, Zhang C, Liu Y, Liu G.",J Virol Methods. 2017 Apr;242:27-29. doi: 10.1016/j.jviromet.2017.01.002. Epub 2017 Jan 10.,Chen J,J Virol Methods,2017,2017/01/15
28067078,Antiviral therapy for respiratory viral infections in immunocompromised patients,"Shahani L, Ariza-Heredia EJ, Chemaly RF.",Expert Rev Anti Infect Ther. 2017 Apr;15(4):401-415. doi: 10.1080/14787210.2017.1279970. Epub 2017 Jan 16.,Shahani L,Expert Rev Anti Infect Ther,2017,2017/01/10
28362255,Ribonuclease L mediates the cell-lethal phenotype of double-stranded RNA editing enzyme ADAR1 deficiency in a human cell line,"Li Y, Banerjee S, Goldstein SA, Dong B, Gaughan C, Rath S, Donovan J, Korennykh A, Silverman RH, Weiss SR.",Elife. 2017 Mar 31;6:e25687. doi: 10.7554/eLife.25687.,Li Y,Elife,2017,2017/04/01
28382915,"Risk factors for MERS coronavirus infection in dromedary camels in Burkina Faso, Ethiopia, and Morocco, 2015","Miguel E, Chevalier V, Ayelet G, Ben Bencheikh MN, Boussini H, Chu DK, El Berbri I, Fassi-Fihri O, Faye B, Fekadu G, Grosbois V, Ng BC, Perera RA, So TY, Traore A, Roger F, Peiris M.",Euro Surveill. 2017 Mar 30;22(13):30498. doi: 10.2807/1560-7917.ES.2017.22.13.30498.,Miguel E,Euro Surveill,2017,2017/04/07
28355270,The NF-κB-dependent and -independent transcriptome and chromatin landscapes of human coronavirus 229E-infected cells,"Poppe M, Wittig S, Jurida L, Bartkuhn M, Wilhelm J, Müller H, Beuerlein K, Karl N, Bhuju S, Ziebuhr J, Schmitz ML, Kracht M.",PLoS Pathog. 2017 Mar 29;13(3):e1006286. doi: 10.1371/journal.ppat.1006286. eCollection 2017 Mar.,Poppe M,PLoS Pathog,2017,2017/03/30
28352124,Discovery and genetic analysis of novel coronaviruses in least horseshoe bats in southwestern China,"Wang L, Fu S, Cao Y, Zhang H, Feng Y, Yang W, Nie K, Ma X, Liang G.",Emerg Microbes Infect. 2017 Mar 29;6(3):e14. doi: 10.1038/emi.2016.140.,Wang L,Emerg Microbes Infect,2017,2017/03/30
28332568,Immunogenicity of Candidate MERS-CoV DNA Vaccines Based on the Spike Protein,"Al-Amri SS, Abbas AT, Siddiq LA, Alghamdi A, Sanki MA, Al-Muhanna MK, Alhabbab RY, Azhar EI, Li X, Hashem AM.",Sci Rep. 2017 Mar 23;7:44875. doi: 10.1038/srep44875.,Al-Amri SS,Sci Rep,2017,2017/03/24
28382038,The Impact of the Interferon/TNF-Related Apoptosis-Inducing Ligand Signaling Axis on Disease Progression in Respiratory Viral Infection and Beyond,"Peteranderl C, Herold S.",Front Immunol. 2017 Mar 22;8:313. doi: 10.3389/fimmu.2017.00313. eCollection 2017.,Peteranderl C,Front Immunol,2017,2017/04/07
28335505,Porcine Epidemic Diarrhea Virus Induces Autophagy to Benefit Its Replication,"Guo X, Zhang M, Zhang X, Tan X, Guo H, Zeng W, Yan G, Memon AM, Li Z, Zhu Y, Zhang B, Ku X, Wu M, Fan S, He Q.",Viruses. 2017 Mar 19;9(3):53. doi: 10.3390/v9030053.,Guo X,Viruses,2017,2017/03/25
28070089,Development of a one-run real-time PCR detection system for pathogens associated with bovine respiratory disease complex,"Kishimoto M, Tsuchiaka S, Rahpaya SS, Hasebe A, Otsu K, Sugimura S, Kobayashi S, Komatsu N, Nagai M, Omatsu T, Naoi Y, Sano K, Okazaki-Terashima S, Oba M, Katayama Y, Sato R, Asai T, Mizutani T.",J Vet Med Sci. 2017 Mar 18;79(3):517-523. doi: 10.1292/jvms.16-0489. Epub 2017 Jan 8.,Kishimoto M,J Vet Med Sci,2017,2017/01/11
28306724,Respiratory DNA viruses are undetectable in nasopharyngeal secretions from adenotonsillectomized children,"Martins RB, Rocha LP, Prates MM, Gagliardi TB, Biasoli B, Leite MJ, Buzatto G, Hyppolito MA, Aragon DC, Tamashiro E, Valera FC, Arruda E, Anselmo-Lima WT.",PLoS One. 2017 Mar 17;12(3):e0174188. doi: 10.1371/journal.pone.0174188. eCollection 2017.,Martins RB,PLoS One,2017,2017/03/18
28333616,"Cross-sectional surveillance of Middle East respiratory syndrome coronavirus (MERS-CoV) in dromedary camels and other mammals in Egypt, August 2015 to January 2016","Ali M, El-Shesheny R, Kandeil A, Shehata M, Elsokary B, Gomaa M, Hassan N, El Sayed A, El-Taweel A, Sobhy H, Fasina FO, Dauphin G, El Masry I, Wolde AW, Daszak P, Miller M, VonDobschuetz S, Morzaria S, Lubroth J, Makonnen YJ.",Euro Surveill. 2017 Mar 16;22(11):30487. doi: 10.2807/1560-7917.ES.2017.22.11.30487.,Ali M,Euro Surveill,2017,2017/03/24
28301551,Development of the full-length cDNA clones of two porcine epidemic diarrhea disease virus isolates with different virulence,"Li J, Jin Z, Gao Y, Zhou L, Ge X, Guo X, Han J, Yang H.",PLoS One. 2017 Mar 16;12(3):e0173998. doi: 10.1371/journal.pone.0173998. eCollection 2017.,Li J,PLoS One,2017,2017/03/17
28453839,"Virucidal Activity of World Health Organization-Recommended Formulations Against Enveloped Viruses, Including Zika, Ebola, and Emerging Coronaviruses","Siddharta A, Pfaender S, Vielle NJ, Dijkman R, Friesland M, Becker B, Yang J, Engelmann M, Todt D, Windisch MP, Brill FH, Steinmann J, Steinmann J, Becker S, Alves MP, Pietschmann T, Eickmann M, Thiel V, Steinmann E.",J Infect Dis. 2017 Mar 15;215(6):902-906. doi: 10.1093/infdis/jix046.,Siddharta A,J Infect Dis,2017,2017/04/29
28298229,A novel benzo-heterocyclic amine derivative N30 inhibits influenza virus replication by depression of Inosine-5'-Monophospate Dehydrogenase activity,"Hu J, Ma L, Wang H, Yan H, Zhang D, Li Z, Jiang J, Li Y.",Virol J. 2017 Mar 15;14(1):55. doi: 10.1186/s12985-017-0724-6.,Hu J,Virol J,2017,2017/03/17
28251928,Structure of human IFIT1 with capped RNA reveals adaptable mRNA binding and mechanisms for sensing N1 and N2 ribose 2'-O methylations,"Abbas YM, Laudenbach BT, Martínez-Montero S, Cencic R, Habjan M, Pichlmair A, Damha MJ, Pelletier J, Nagar B.",Proc Natl Acad Sci U S A. 2017 Mar 14;114(11):E2106-E2115. doi: 10.1073/pnas.1612444114. Epub 2017 Mar 1.,Abbas YM,Proc Natl Acad Sci U S A,2017,2017/03/03
28237499,MERS-CoV spike nanoparticles protect mice from MERS-CoV infection,"Coleman CM, Venkataraman T, Liu YV, Glenn GM, Smith GE, Flyer DC, Frieman MB.",Vaccine. 2017 Mar 14;35(12):1586-1589. doi: 10.1016/j.vaccine.2017.02.012. Epub 2017 Feb 23.,Coleman CM,Vaccine,2017,2017/02/27
28276526,Characterization of Chinese Porcine Epidemic Diarrhea Virus with Novel Insertions and Deletions in Genome,"Fan B, Jiao D, Zhao X, Pang F, Xiao Q, Yu Z, Mao A, Guo R, Yuan W, Zhao P, He K, Li B.",Sci Rep. 2017 Mar 9;7:44209. doi: 10.1038/srep44209.,Fan B,Sci Rep,2017,2017/03/10
28279346,Betacoronavirus Adaptation to Humans Involved Progressive Loss of Hemagglutinin-Esterase Lectin Activity,"Bakkers MJ, Lang Y, Feitsma LJ, Hulswit RJ, de Poot SA, van Vliet AL, Margine I, de Groot-Mijnes JD, van Kuppeveld FJ, Langereis MA, Huizinga EG, de Groot RJ.",Cell Host Microbe. 2017 Mar 8;21(3):356-366. doi: 10.1016/j.chom.2017.02.008.,Bakkers MJ,Cell Host Microbe,2017,2017/03/11
28273131,Worry experienced during the 2015 Middle East Respiratory Syndrome (MERS) pandemic in Korea,"Ro JS, Lee JS, Kang SC, Jung HM.",PLoS One. 2017 Mar 8;12(3):e0173234. doi: 10.1371/journal.pone.0173234. eCollection 2017.,Ro JS,PLoS One,2017,2017/03/09
28216251,SARS-CoV-Encoded Small RNAs Contribute to Infection-Associated Lung Pathology,"Morales L, Oliveros JC, Fernandez-Delgado R, tenOever BR, Enjuanes L, Sola I.",Cell Host Microbe. 2017 Mar 8;21(3):344-355. doi: 10.1016/j.chom.2017.01.015. Epub 2017 Feb 16.,Morales L,Cell Host Microbe,2017,2017/02/21
28845291,A47 Origin and possible genetic recombination of the middle east respiratory syndrome coronavirus from the first imported case in china: phylogenetics and coalescence analysis,"Wang Y, Liu D, Shi W, Lu R, Wang W, Zhao Y, Deng Y, Zhou W, Ren H, Wu J, Wang Y, Wu G, Gao GF, Tan W.",Virus Evol. 2017 Mar 5;3(Suppl 1):vew036.046. doi: 10.1093/ve/vew036.046. eCollection 2017 Mar.,Wang Y,Virus Evol,2017,2017/08/29
28845258,"A25 Phylogenetic analysis of the nucleocapsid and RNA-dependent RNA polymerase fragments of the first imported case of middle east respiratory syndrome coronavirus (MERS-CoV) infection in the Philippines from Saudi Arabia, February 2015","Medado IAP, Orbina JRC, Yabut NTM, Dancel LLM, Tan TC, Igoy MAU, Mojica AMR, Lirio IC, Ablola AC, Mateo BC, Biol MAJ, Nicolasora AD, Morito HLE, Cruz KIM, Roldan CMF, Medina PB, Mercado ES, Demetria CS, Capistrano RJ, Lupisan SP.",Virus Evol. 2017 Mar 5;3(Suppl 1):vew036.024. doi: 10.1093/ve/vew036.024. eCollection 2017 Mar.,Medado IAP,Virus Evol,2017,2017/08/29
30182701,[Programs for Continuing Medical Education 2016: B Session: 8. MERS Coronavirus Infection as an Emerging Infectious Disease],Kawana A.,Nihon Naika Gakkai Zasshi. 2017 Mar;106(3):552-6.,Kawana A,Nihon Naika Gakkai Zasshi,2017,2018/09/06
30182667,[The 44th Scientific Meeting: Perspectives of Internal Medicine: Virology for Physician ∼Recent Advance in Viral Infection and Treatment∼: 2. Important Newly Emerging Viral Infection: 2) Middle East Respiratory Syndrome (MERS)],Matsuyama S.,Nihon Naika Gakkai Zasshi. 2017 Mar;106(3):409-14.,Matsuyama S,Nihon Naika Gakkai Zasshi,2017,2018/09/06
28959348,In Silico Perspectives on the Prediction of the PLP's Epitopes involved in Multiple Sclerosis,"Zamanzadeh Z, Ataei M, Nabavi SM, Ahangari G, Sadeghi M, Sanati MH.",Iran J Biotechnol. 2017 Mar;15(1):10-21. doi: 10.15171/ijb.1356.,Zamanzadeh Z,Iran J Biotechnol,2017,2017/09/30
28380543,Effect of pelleting on survival of porcine epidemic diarrhea virus-contaminated feed,"Cochrane RA, Schumacher LL, Dritz SS, Woodworth JC, Huss AR, Stark CR, DeRouchey JM, Tokach MD, Goodband RD, Bia J, Chen Q, Zhang J, Gauger PC, Derscheid RJ, Magstadt DR, Main RG, Jones CK.",J Anim Sci. 2017 Mar;95(3):1170-1178. doi: 10.2527/jas.2016.0961.,Cochrane RA,J Anim Sci,2017,2017/04/06
28301234,Minimum Infectious Dose Determination of the Arkansas Delmarva Poultry Industry Infectious Bronchitis Virus Vaccine Delivered by Hatchery Spray Cabinet,"Leyson CM, Hilt DA, Jordan BJ, Jackwood MW.",Avian Dis. 2017 Mar;61(1):123-127. doi: 10.1637/11474-072216-ResNote.,Leyson CM,Avian Dis,2017,2017/03/17
28298907,miR-21a-5p Contributes to Porcine Hemagglutinating Encephalomyelitis Virus Proliferation via Targeting CASK-Interactive Protein1 In vivo and vitro,"Lv X, Zhao K, Lan Y, Li Z, Ding N, Su J, Lu H, Song D, Gao F, He W.",Front Microbiol. 2017 Mar 1;8:304. doi: 10.3389/fmicb.2017.00304. eCollection 2017.,Lv X,Front Microbiol,2017,2017/03/17
28284625,"Putative vaccine breakthrough event associated with heterotypic rotavirus infection in newborn calves, Turkey, 2015","Karayel I, Fehér E, Marton S, Coskun N, Bányai K, Alkan F.",Vet Microbiol. 2017 Mar;201:7-13. doi: 10.1016/j.vetmic.2016.12.028. Epub 2017 Jan 4.,Karayel I,Vet Microbiol,2017,2017/03/13
28284624,Attenuation of an original US porcine epidemic diarrhea virus strain PC22A via serial cell culture passage,"Lin CM, Hou Y, Marthaler DG, Gao X, Liu X, Zheng L, Saif LJ, Wang Q.",Vet Microbiol. 2017 Mar;201:62-71. doi: 10.1016/j.vetmic.2017.01.015. Epub 2017 Jan 15.,Lin CM,Vet Microbiol,2017,2017/03/13
28283855,The Role of Human Parainfluenza Virus Infections in the Immunopathology of the Respiratory Tract,"Pawełczyk M, Kowalski ML.",Curr Allergy Asthma Rep. 2017 Mar;17(3):16. doi: 10.1007/s11882-017-0685-2.,Pawełczyk M,Curr Allergy Asthma Rep,2017,2017/03/12
28243939,The role of laboratory diagnostics in emerging viral infections: the example of the Middle East respiratory syndrome epidemic,"Chan JF, Sridhar S, Yip CC, Lau SK, Woo PC.",J Microbiol. 2017 Mar;55(3):172-182. doi: 10.1007/s12275-017-7026-y. Epub 2017 Feb 28.,Chan JF,J Microbiol,2017,2017/03/01
28221127,"Serologic Evidence for MERS-CoV Infection in Dromedary Camels, Punjab, Pakistan, 2012-2015","Saqib M, Sieberg A, Hussain MH, Mansoor MK, Zohaib A, Lattwein E, Müller MA, Drosten C, Corman VM.",Emerg Infect Dis. 2017 Mar;23(3):550-551. doi: 10.3201/eid2303.161285.,Saqib M,Emerg Infect Dis,2017,2017/02/22
